name,num_gpu,gpu_spec,creation_time
openb-pod-6156,1,,12425048
openb-pod-6157,1,,12425391
openb-pod-6158,1,T4,12426769
openb-pod-6159,1,T4,12426800
openb-pod-6160,1,,12426800
openb-pod-6161,1,T4,12426812
openb-pod-6162,0,,12427543
openb-pod-6163,1,G2,12428049
openb-pod-6164,0,,12428236
openb-pod-6165,0,,12428237
openb-pod-6166,1,P100,12429032
openb-pod-6167,1,,12429112
openb-pod-6168,1,,12429144
openb-pod-6169,1,P100|T4|V100M16|V100M32,12429233
openb-pod-6170,1,P100,12429387
openb-pod-6171,1,,12429924
openb-pod-6172,1,,12430044
openb-pod-6173,1,P100|V100M16|V100M32,12430067
openb-pod-6174,1,,12430096
openb-pod-6175,1,,12430188
openb-pod-6176,1,,12430296
openb-pod-6177,0,,12430888
openb-pod-6178,0,,12430923
openb-pod-6179,0,,12430926
openb-pod-6180,1,,12430962
openb-pod-6181,0,,12430963
openb-pod-6182,0,,12430967
openb-pod-6183,0,,12431121
openb-pod-6184,1,,12431167
openb-pod-6185,0,,12431350
openb-pod-6186,1,,12431584
openb-pod-6187,1,,12432162
openb-pod-6188,1,,12432163
openb-pod-6189,1,,12432202
openb-pod-6190,1,,12432206
openb-pod-6191,1,,12432235
openb-pod-6192,1,A10|G2|T4|V100M16|V100M32,12432587
openb-pod-6193,1,,12432589
openb-pod-6194,1,P100|V100M16,12432709
openb-pod-6195,1,,12432832
openb-pod-6196,1,,12433466
openb-pod-6197,0,,12433797
openb-pod-6198,0,,12433799
openb-pod-6199,0,,12433830
openb-pod-6200,1,P100|V100M16|V100M32,12433884
openb-pod-6201,1,G2,12434103
openb-pod-6202,1,,12434136
openb-pod-6203,1,P100,12434329
openb-pod-6204,1,,12434379
openb-pod-6205,1,,12434382
openb-pod-6206,1,,12434547
openb-pod-6207,1,,12434946
openb-pod-6208,1,G2,12434948
openb-pod-6209,1,,12435425
openb-pod-6210,1,,12435501
openb-pod-6211,1,,12435939
openb-pod-6212,1,P100|T4|V100M16|V100M32,12435966
openb-pod-6213,1,,12436224
openb-pod-6214,1,,12436492
openb-pod-6215,1,,12436706
openb-pod-6216,0,,12436924
openb-pod-6217,0,,12436991
openb-pod-6218,1,,12437305
openb-pod-6219,1,,12437658
openb-pod-6220,1,T4,12438546
openb-pod-6221,1,T4,12438612
openb-pod-6222,1,,12438877
openb-pod-6223,1,T4,12439296
openb-pod-6224,1,,12439617
openb-pod-6225,1,,12439702
openb-pod-6226,1,,12440242
openb-pod-6227,0,,12440247
openb-pod-6228,1,V100M16|V100M32,12440256
openb-pod-6229,1,,12440287
openb-pod-6230,0,,12440291
openb-pod-6231,1,T4,12440516
openb-pod-6232,1,,12440646
openb-pod-6233,0,,12440730
openb-pod-6234,1,,12441193
openb-pod-6235,0,,12441822
openb-pod-6236,1,,12441945
openb-pod-6237,1,V100M16|V100M32,12442471
openb-pod-6238,1,T4,12442957
openb-pod-6239,1,,12445283
openb-pod-6240,1,T4,12445538
openb-pod-6241,1,,12445539
openb-pod-6242,1,,12446232
openb-pod-6243,1,T4,12446258
openb-pod-6244,1,T4,12446365
openb-pod-6245,1,T4,12446408
openb-pod-6246,1,T4,12447423
openb-pod-6247,0,,12448381
openb-pod-6248,1,G2,12448433
openb-pod-6249,0,,12448622
openb-pod-6250,0,,12449167
openb-pod-6251,1,,12449255
openb-pod-6252,1,V100M16|V100M32,12449430
openb-pod-6253,1,,12449490
openb-pod-6254,1,T4,12450429
openb-pod-6255,1,,12450477
openb-pod-6256,1,,12450513
openb-pod-6257,1,T4,12450514
openb-pod-6258,1,,12450793
openb-pod-6259,0,,12451095
openb-pod-6260,0,,12451664
openb-pod-6261,0,,12451664
openb-pod-6262,0,,12451664
openb-pod-6263,0,,12451762
openb-pod-6264,0,,12451970
openb-pod-6265,0,,12452185
openb-pod-6266,0,,12452246
openb-pod-6267,1,,12452273
openb-pod-6268,1,T4,12452488
openb-pod-6269,1,P100,12452733
openb-pod-6270,1,,12453111
openb-pod-6271,1,,12453483
openb-pod-6272,1,,12453753
openb-pod-6273,1,,12453869
openb-pod-6274,1,,12453874
openb-pod-6275,1,,12454279
openb-pod-6276,1,T4,12455230
openb-pod-6277,1,T4,12455241
openb-pod-6278,1,,12455250
openb-pod-6279,1,,12455257
openb-pod-6280,1,T4,12455415
openb-pod-6281,1,,12455453
openb-pod-6282,1,,12455455
openb-pod-6283,1,,12455488
openb-pod-6284,1,,12455691
openb-pod-6285,1,V100M32,12455856
openb-pod-6286,1,,12457958
openb-pod-6287,1,,12458414
openb-pod-6288,1,G2,12458590
openb-pod-6289,1,P100,12458604
openb-pod-6290,1,T4,12458798
openb-pod-6291,1,P100|T4|V100M16|V100M32,12458948
openb-pod-6292,1,,12459020
openb-pod-6293,1,T4,12460244
openb-pod-6294,1,T4,12460473
openb-pod-6295,1,,12460707
openb-pod-6296,1,,12463390
openb-pod-6297,1,,12463415
openb-pod-6298,1,,12463468
openb-pod-6299,1,T4,12463540
openb-pod-6300,1,,12463638
openb-pod-6301,1,,12465862
openb-pod-6302,0,,12466424
openb-pod-6303,1,,12466485
openb-pod-6304,0,,12466491
openb-pod-6305,1,,12466979
openb-pod-6306,1,,12467470
openb-pod-6307,1,T4,12467516
openb-pod-6308,1,,12467822
openb-pod-6309,1,,12467964
openb-pod-6310,1,,12467967
openb-pod-6311,1,G2,12469053
openb-pod-6312,1,,12470860
openb-pod-6313,1,T4,12470868
openb-pod-6314,1,P100,12471828
openb-pod-6315,1,P100|V100M16|V100M32,12472117
openb-pod-6316,1,T4,12472929
openb-pod-6317,1,,12473194
openb-pod-6318,1,G2,12473547
openb-pod-6319,1,T4,12473800
openb-pod-6320,1,,12473981
openb-pod-6321,0,,12474857
openb-pod-6322,1,,12475755
openb-pod-6323,1,P100|V100M16|V100M32,12475993
openb-pod-6324,0,,12476010
openb-pod-6325,1,,12477489
openb-pod-6326,1,,12477773
openb-pod-6327,1,,12478331
openb-pod-6328,1,T4,12478490
openb-pod-6329,1,T4,12479056
openb-pod-6330,1,,12479196
openb-pod-6331,1,,12479566
openb-pod-6332,1,,12479566
openb-pod-6333,1,,12479805
openb-pod-6334,1,,12480966
openb-pod-6335,1,T4,12483692
openb-pod-6336,1,,12484445
openb-pod-6337,1,G2,12485437
openb-pod-6338,1,T4,12486333
openb-pod-6339,1,,12488104
openb-pod-6340,1,,12490123
openb-pod-6341,1,P100|V100M16|V100M32,12490600
openb-pod-6342,1,G2,12492698
openb-pod-6343,1,P100,12496869
openb-pod-6344,1,,12496963
openb-pod-6345,1,V100M16|V100M32,12497322
openb-pod-6346,1,,12497343
openb-pod-6347,0,,12497703
openb-pod-6348,1,T4,12497751
openb-pod-6349,1,,12497766
openb-pod-6350,0,,12498185
openb-pod-6351,1,,12498456
openb-pod-6352,1,V100M16|V100M32,12498516
openb-pod-6353,1,G2|P100|T4|V100M16|V100M32,12498755
openb-pod-6354,0,,12498755
openb-pod-6355,0,,12498756
openb-pod-6356,1,,12499992
openb-pod-6357,1,,12502173
openb-pod-6358,1,,12502173
openb-pod-6359,1,,12502993
openb-pod-6360,1,,12502998
openb-pod-6361,1,,12503029
openb-pod-6362,1,,12503233
openb-pod-6363,1,,12503499
openb-pod-6364,1,,12503752
openb-pod-6365,1,G2,12504107
openb-pod-6366,0,,12504165
openb-pod-6367,1,P100,12504175
openb-pod-6368,1,,12504377
openb-pod-6369,1,,12504614
openb-pod-6370,1,,12504693
openb-pod-6371,1,P100,12504753
openb-pod-6372,0,,12504789
openb-pod-6373,1,G2,12504933
openb-pod-6374,1,G2|P100|T4|V100M16|V100M32,12505728
openb-pod-6375,8,,12505838
openb-pod-6376,0,,12506673
openb-pod-6377,0,,12506675
openb-pod-6378,0,,12506899
openb-pod-6379,0,,12506978
openb-pod-6380,1,,12507050
openb-pod-6381,0,,12507086
openb-pod-6382,1,,12507183
openb-pod-6383,1,,12507184
openb-pod-6384,1,,12507399
openb-pod-6385,1,P100,12507709
openb-pod-6386,1,T4,12507840
openb-pod-6387,1,V100M16|V100M32,12507875
openb-pod-6388,1,,12508288
openb-pod-6389,1,,12508644
openb-pod-6390,1,,12508750
openb-pod-6391,1,,12509097
openb-pod-6392,1,,12509470
openb-pod-6393,1,,12509692
openb-pod-6394,1,V100M32,12509891
openb-pod-6395,1,,12509941
openb-pod-6396,1,,12510174
openb-pod-6397,1,,12510428
openb-pod-6398,1,G2,12510614
openb-pod-6399,1,,12510616
openb-pod-6400,1,,12511091
openb-pod-6401,1,,12511311
openb-pod-6402,0,,12511372
openb-pod-6403,8,,12511475
openb-pod-6404,1,,12511960
openb-pod-6405,1,T4,12512351
openb-pod-6406,1,T4,12512405
openb-pod-6407,1,G3,12512577
openb-pod-6408,1,P100|V100M16|V100M32,12512604
openb-pod-6409,1,,12512725
openb-pod-6410,1,,12512802
openb-pod-6411,1,,12512815
openb-pod-6412,1,,12513275
openb-pod-6413,1,,12513818
openb-pod-6414,1,,12514363
openb-pod-6415,1,T4,12514599
openb-pod-6416,1,,12514713
openb-pod-6417,1,,12515112
openb-pod-6418,0,,12515371
openb-pod-6419,1,,12515937
openb-pod-6420,1,,12515983
openb-pod-6421,1,,12516370
openb-pod-6422,1,,12516405
openb-pod-6423,0,,12517059
openb-pod-6424,1,,12517231
openb-pod-6425,1,,12517322
openb-pod-6426,1,G2|P100|T4|V100M16|V100M32,12517353
openb-pod-6427,1,T4,12517395
openb-pod-6428,1,,12517423
openb-pod-6429,1,T4,12518180
openb-pod-6430,1,G2|P100|T4|V100M16|V100M32,12518193
openb-pod-6431,1,T4,12518310
openb-pod-6432,1,,12518421
openb-pod-6433,1,,12518979
openb-pod-6434,1,,12519123
openb-pod-6435,1,,12519341
openb-pod-6436,1,,12520167
openb-pod-6437,1,,12520283
openb-pod-6438,1,,12520561
openb-pod-6439,1,,12520606
openb-pod-6440,1,T4,12520990
openb-pod-6441,1,,12521425
openb-pod-6442,1,,12521679
openb-pod-6443,1,T4,12521685
openb-pod-6444,1,,12521699
openb-pod-6445,1,T4,12521859
openb-pod-6446,0,,12522199
openb-pod-6447,0,,12522199
openb-pod-6448,0,,12522199
openb-pod-6449,0,,12522200
openb-pod-6450,1,T4,12522427
openb-pod-6451,1,T4,12522456
openb-pod-6452,1,T4,12522517
openb-pod-6453,8,,12522876
openb-pod-6454,1,,12523510
openb-pod-6455,1,,12523614
openb-pod-6456,1,T4,12523844
openb-pod-6457,0,,12524063
openb-pod-6458,0,,12524197
openb-pod-6459,1,,12524322
openb-pod-6460,1,T4,12524533
openb-pod-6461,1,A10|G2|T4|V100M16|V100M32,12524576
openb-pod-6462,1,,12524679
openb-pod-6463,0,,12524771
openb-pod-6464,0,,12524948
openb-pod-6465,1,,12525846
openb-pod-6466,1,,12525978
openb-pod-6467,1,,12526344
openb-pod-6468,1,V100M16|V100M32,12526571
openb-pod-6469,0,,12526762
openb-pod-6470,1,,12526979
openb-pod-6471,1,,12527183
openb-pod-6472,1,,12527351
openb-pod-6473,1,A10|G2|T4|V100M16|V100M32,12527402
openb-pod-6474,1,,12527845
openb-pod-6475,1,T4,12527890
openb-pod-6476,1,G2,12528080
openb-pod-6477,1,T4,12528330
openb-pod-6478,1,T4,12528686
openb-pod-6479,1,,12529015
openb-pod-6480,1,,12529028
openb-pod-6481,1,,12529407
openb-pod-6482,1,,12529537
openb-pod-6483,0,,12529592
openb-pod-6484,1,T4,12529632
openb-pod-6485,0,,12529689
openb-pod-6486,1,,12529733
openb-pod-6487,1,T4,12530196
openb-pod-6488,1,P100|V100M16|V100M32,12530990
openb-pod-6489,1,,12531273
openb-pod-6490,0,,12531644
openb-pod-6491,0,,12531687
openb-pod-6492,1,T4,12531691
openb-pod-6493,0,,12531695
openb-pod-6494,1,T4,12532141
openb-pod-6495,1,,12532859
openb-pod-6496,1,,12532891
openb-pod-6497,1,G2,12532925
openb-pod-6498,1,,12532927
openb-pod-6499,1,G2,12533004
openb-pod-6500,1,,12533005
openb-pod-6501,1,,12533558
openb-pod-6502,0,,12533602
openb-pod-6503,0,,12533608
openb-pod-6504,0,,12533689
openb-pod-6505,1,T4,12534303
openb-pod-6506,1,P100,12534313
openb-pod-6507,1,,12534544
openb-pod-6508,1,,12534719
openb-pod-6509,0,,12535006
openb-pod-6510,1,,12535322
openb-pod-6511,1,,12538552
openb-pod-6512,1,,12539704
openb-pod-6513,1,T4,12539764
openb-pod-6514,1,T4,12539765
openb-pod-6515,1,,12540051
openb-pod-6516,1,T4,12540226
openb-pod-6517,1,,12540235
openb-pod-6518,1,T4,12540267
openb-pod-6519,1,,12540341
openb-pod-6520,1,,12540540
openb-pod-6521,0,,12540683
openb-pod-6522,1,,12540686
openb-pod-6523,0,,12540748
openb-pod-6524,1,,12540961
openb-pod-6525,1,T4,12541122
openb-pod-6526,1,,12542081
openb-pod-6527,1,G2,12542108
openb-pod-6528,1,,12542762
openb-pod-6529,1,,12543153
openb-pod-6530,1,,12543218
openb-pod-6531,0,,12544282
openb-pod-6532,1,,12545103
openb-pod-6533,1,,12545893
openb-pod-6534,0,,12546528
openb-pod-6535,1,T4,12546686
openb-pod-6536,0,,12546880
openb-pod-6537,1,T4,12547221
openb-pod-6538,1,,12547339
openb-pod-6539,1,,12547364
openb-pod-6540,1,G2,12547511
openb-pod-6541,0,,12547948
openb-pod-6542,0,,12547958
openb-pod-6543,1,,12547981
openb-pod-6544,1,,12548197
openb-pod-6545,1,,12548518
openb-pod-6546,1,T4,12548778
openb-pod-6547,4,,12549519
openb-pod-6548,1,,12549861
openb-pod-6549,1,,12549974
openb-pod-6550,1,P100|T4|V100M16|V100M32,12550079
openb-pod-6551,1,,12550286
openb-pod-6552,1,T4,12550323
openb-pod-6553,1,,12550371
openb-pod-6554,1,,12551617
openb-pod-6555,1,,12551655
openb-pod-6556,1,,12551738
openb-pod-6557,0,,12553391
openb-pod-6558,0,,12555175
openb-pod-6559,0,,12555316
openb-pod-6560,1,,12555710
openb-pod-6561,0,,12555721
openb-pod-6562,0,,12555824
openb-pod-6563,1,T4,12556254
openb-pod-6564,1,,12556351
openb-pod-6565,0,,12557219
openb-pod-6566,1,,12558737
openb-pod-6567,1,T4,12558832
openb-pod-6568,1,,12560114
openb-pod-6569,1,,12563769
openb-pod-6570,1,P100,12563972
openb-pod-6571,1,,12565490
openb-pod-6572,1,T4,12565581
openb-pod-6573,1,,12566233
openb-pod-6574,1,,12566233
openb-pod-6575,1,,12567017
openb-pod-6576,1,P100,12568142
openb-pod-6577,1,,12568143
openb-pod-6578,1,,12568188
openb-pod-6579,0,,12568273
openb-pod-6580,0,,12568874
openb-pod-6581,1,,12569916
openb-pod-6582,1,,12572372
openb-pod-6583,1,,12577441
openb-pod-6584,1,,12581496
openb-pod-6585,1,,12581902
openb-pod-6586,1,,12583319
openb-pod-6587,1,,12583580
openb-pod-6588,1,,12583957
openb-pod-6589,0,,12584087
openb-pod-6590,0,,12584105
openb-pod-6591,0,,12584106
openb-pod-6592,1,T4,12584259
openb-pod-6593,1,T4,12588034
openb-pod-6594,1,T4,12588579
openb-pod-6595,1,G2,12588920
openb-pod-6596,1,,12588921
openb-pod-6597,1,,12590124
openb-pod-6598,0,,12591866
openb-pod-6599,0,,12592683
openb-pod-6600,0,,12592683
openb-pod-6601,1,,12592900
openb-pod-6602,8,,12593136
openb-pod-6603,1,,12593259
openb-pod-6604,1,T4,12593284
openb-pod-6605,1,,12594188
openb-pod-6606,0,,12595227
openb-pod-6607,1,,12595374
openb-pod-6608,1,,12595791
openb-pod-6609,1,,12595900
openb-pod-6610,1,T4,12596020
openb-pod-6611,0,,12596082
openb-pod-6612,1,,12596088
openb-pod-6613,0,,12596089
openb-pod-6614,1,T4,12596917
openb-pod-6615,1,,12596921
openb-pod-6616,0,,12597250
openb-pod-6617,1,G2,12601104
openb-pod-6618,0,,12602631
openb-pod-6619,0,,12602638
openb-pod-6620,1,P100|T4|V100M16|V100M32,12602801
openb-pod-6621,1,,12602804
openb-pod-6622,1,T4,12602866
openb-pod-6623,0,,12604051
openb-pod-6624,0,,12604095
openb-pod-6625,1,T4,12604319
openb-pod-6626,1,P100,12604682
openb-pod-6627,1,G2,12604785
openb-pod-6628,1,,12604879
openb-pod-6629,1,P100,12605082
openb-pod-6630,1,,12605189
openb-pod-6631,1,,12606019
openb-pod-6632,1,T4,12606020
openb-pod-6633,1,,12606024
openb-pod-6634,1,,12606084
openb-pod-6635,0,,12606086
openb-pod-6636,0,,12606088
openb-pod-6637,1,,12606094
openb-pod-6638,0,,12606158
openb-pod-6639,0,,12606235
openb-pod-6640,0,,12606430
openb-pod-6641,0,,12606543
openb-pod-6642,1,,12606899
openb-pod-6643,1,P100,12606932
openb-pod-6644,1,G2,12606951
openb-pod-6645,1,V100M16|V100M32|V100M32,12606957
openb-pod-6646,1,,12606961
openb-pod-6647,1,T4,12607432
openb-pod-6648,1,,12607559
openb-pod-6649,1,,12607701
openb-pod-6650,1,,12608173
openb-pod-6651,1,,12608330
openb-pod-6652,1,,12608722
openb-pod-6653,1,,12608734
openb-pod-6654,1,G2,12608787
openb-pod-6655,1,,12608903
openb-pod-6656,1,,12608925
openb-pod-6657,1,,12609311
openb-pod-6658,1,,12609373
openb-pod-6659,1,,12610139
openb-pod-6660,1,,12610242
openb-pod-6661,1,T4,12610933
openb-pod-6662,1,,12611093
openb-pod-6663,1,,12611134
openb-pod-6664,1,,12611218
openb-pod-6665,1,,12611427
openb-pod-6666,1,,12611735
openb-pod-6667,1,,12611784
openb-pod-6668,1,V100M16|V100M32|V100M32,12611794
openb-pod-6669,1,,12611952
openb-pod-6670,1,,12612025
openb-pod-6671,1,T4,12612128
openb-pod-6672,1,T4,12612131
openb-pod-6673,1,P100|T4|V100M16|V100M32,12612135
openb-pod-6674,1,,12612137
openb-pod-6675,1,P100|V100M16|V100M32,12612138
openb-pod-6676,1,G2,12612349
openb-pod-6677,1,,12612572
openb-pod-6678,1,,12612689
openb-pod-6679,1,,12612690
openb-pod-6680,1,,12612954
openb-pod-6681,1,,12613049
openb-pod-6682,1,,12613157
openb-pod-6683,1,T4,12613264
openb-pod-6684,1,V100M16|V100M32,12613372
openb-pod-6685,1,,12613413
openb-pod-6686,1,V100M16|V100M32,12613455
openb-pod-6687,1,,12613769
openb-pod-6688,1,G2,12614910
openb-pod-6689,1,,12615097
openb-pod-6690,1,,12615274
openb-pod-6691,1,,12615275
openb-pod-6692,1,G2,12615296
openb-pod-6693,1,,12615399
openb-pod-6694,1,T4,12615775
openb-pod-6695,1,,12615809
openb-pod-6696,1,,12615848
openb-pod-6697,1,,12615905
openb-pod-6698,1,,12615990
openb-pod-6699,1,,12616242
openb-pod-6700,1,T4,12616288
openb-pod-6701,1,,12616318
openb-pod-6702,2,P100|V100M16|V100M32,12616480
openb-pod-6703,1,,12616481
openb-pod-6704,1,,12616865
openb-pod-6705,0,,12616869
openb-pod-6706,1,T4,12617433
openb-pod-6707,1,,12617703
openb-pod-6708,0,,12617911
openb-pod-6709,0,,12617917
openb-pod-6710,0,,12617925
openb-pod-6711,0,,12617967
openb-pod-6712,0,,12618018
openb-pod-6713,0,,12618332
openb-pod-6714,0,,12618452
openb-pod-6715,0,,12618823
openb-pod-6716,1,T4,12618901
openb-pod-6717,1,T4,12618918
openb-pod-6718,0,,12619115
openb-pod-6719,1,,12619368
openb-pod-6720,1,,12619406
openb-pod-6721,0,,12619578
openb-pod-6722,1,,12619657
openb-pod-6723,1,P100,12619677
openb-pod-6724,1,,12619893
openb-pod-6725,1,,12620209
openb-pod-6726,1,,12620209
openb-pod-6727,0,,12620323
openb-pod-6728,1,,12620906
openb-pod-6729,1,V100M16|V100M32,12620974
openb-pod-6730,1,,12621077
openb-pod-6731,0,,12621264
openb-pod-6732,0,,12621266
openb-pod-6733,1,T4,12621524
openb-pod-6734,1,,12621753
openb-pod-6735,0,,12621795
openb-pod-6736,1,,12621946
openb-pod-6737,1,,12622067
openb-pod-6738,1,,12622153
openb-pod-6739,1,,12622455
openb-pod-6740,1,P100|V100M16|V100M32,12622647
openb-pod-6741,1,,12622795
openb-pod-6742,1,,12622806
openb-pod-6743,1,,12622916
openb-pod-6744,1,,12622968
openb-pod-6745,1,P100,12623240
openb-pod-6746,1,,12623779
openb-pod-6747,0,,12623967
openb-pod-6748,1,,12624025
openb-pod-6749,1,,12624073
openb-pod-6750,1,,12624156
openb-pod-6751,1,,12624821
openb-pod-6752,1,T4,12624923
openb-pod-6753,1,,12625094
openb-pod-6754,1,,12625134
openb-pod-6755,1,,12625222
openb-pod-6756,0,,12625416
openb-pod-6757,1,,12625627
openb-pod-6758,1,,12626078
openb-pod-6759,0,,12627095
openb-pod-6760,0,,12627409
openb-pod-6761,1,,12627670
openb-pod-6762,1,,12628568
openb-pod-6763,1,T4,12628657
openb-pod-6764,1,,12628692
openb-pod-6765,1,,12628809
openb-pod-6766,0,,12629168
openb-pod-6767,0,,12629174
openb-pod-6768,0,,12629223
openb-pod-6769,0,,12629540
openb-pod-6770,1,T4,12629575
openb-pod-6771,1,T4,12629844
openb-pod-6772,1,,12630111
openb-pod-6773,1,T4,12630297
openb-pod-6774,1,V100M16|V100M32|V100M32,12630312
openb-pod-6775,0,,12630435
openb-pod-6776,0,,12630522
openb-pod-6777,1,,12630639
openb-pod-6778,1,,12630884
openb-pod-6779,1,,12632184
openb-pod-6780,1,T4,12632302
openb-pod-6781,1,,12632581
openb-pod-6782,0,,12633081
openb-pod-6783,1,,12633833
openb-pod-6784,1,,12633948
openb-pod-6785,1,,12634282
openb-pod-6786,0,,12634532
openb-pod-6787,0,,12634575
openb-pod-6788,1,P100,12635090
openb-pod-6789,1,,12635154
openb-pod-6790,1,,12636777
openb-pod-6791,1,,12637817
openb-pod-6792,1,,12638215
openb-pod-6793,1,,12638672
openb-pod-6794,0,,12639343
openb-pod-6795,1,,12639572
openb-pod-6796,1,,12639630
openb-pod-6797,1,,12639812
openb-pod-6798,1,,12639852
openb-pod-6799,0,,12639934
openb-pod-6800,0,,12639934
openb-pod-6801,0,,12639934
openb-pod-6802,1,,12639953
openb-pod-6803,1,,12640647
openb-pod-6804,1,,12640926
openb-pod-6805,1,,12641162
openb-pod-6806,1,,12641233
openb-pod-6807,1,,12641427
openb-pod-6808,1,,12641678
openb-pod-6809,1,,12641708
openb-pod-6810,2,V100M16|V100M32,12641717
openb-pod-6811,1,,12641825
openb-pod-6812,1,,12641825
openb-pod-6813,1,T4,12641896
openb-pod-6814,1,,12642583
openb-pod-6815,1,,12642978
openb-pod-6816,1,,12643193
openb-pod-6817,0,,12643380
openb-pod-6818,1,,12643423
openb-pod-6819,1,G2,12643956
openb-pod-6820,1,,12644264
openb-pod-6821,1,T4,12644570
openb-pod-6822,1,,12644755
openb-pod-6823,1,T4,12645688
openb-pod-6824,1,,12645749
openb-pod-6825,1,,12646036
openb-pod-6826,1,,12646042
openb-pod-6827,1,P100,12646122
openb-pod-6828,1,,12646257
openb-pod-6829,1,,12647692
openb-pod-6830,1,,12648851
openb-pod-6831,1,,12648964
openb-pod-6832,1,,12650435
openb-pod-6833,1,,12651639
openb-pod-6834,1,P100,12651748
openb-pod-6835,1,,12651934
openb-pod-6836,1,T4,12652121
openb-pod-6837,1,,12652908
openb-pod-6838,1,,12653366
openb-pod-6839,1,T4,12653924
openb-pod-6840,1,,12654992
openb-pod-6841,1,,12655702
openb-pod-6842,1,,12656021
openb-pod-6843,1,,12656846
openb-pod-6844,1,,12657421
openb-pod-6845,1,,12659119
openb-pod-6846,1,,12659319
openb-pod-6847,1,,12660024
openb-pod-6848,1,,12660993
openb-pod-6849,0,,12662111
openb-pod-6850,0,,12662687
openb-pod-6851,0,,12662687
openb-pod-6852,1,,12662887
openb-pod-6853,0,,12663265
openb-pod-6854,1,,12663559
openb-pod-6855,1,,12664318
openb-pod-6856,1,,12664321
openb-pod-6857,1,,12664549
openb-pod-6858,1,T4,12664961
openb-pod-6859,1,,12666591
openb-pod-6860,1,P100,12666882
openb-pod-6861,1,,12666897
openb-pod-6862,1,,12668221
openb-pod-6863,1,,12668375
openb-pod-6864,1,,12669635
openb-pod-6865,0,,12670502
openb-pod-6866,0,,12670521
openb-pod-6867,1,,12673422
openb-pod-6868,1,,12673534
openb-pod-6869,1,,12673575
openb-pod-6870,1,P100,12673575
openb-pod-6871,1,,12674134
openb-pod-6872,1,,12674134
openb-pod-6873,1,T4,12674977
openb-pod-6874,1,T4,12675879
openb-pod-6875,1,T4,12676209
openb-pod-6876,1,T4,12676683
openb-pod-6877,0,,12676920
openb-pod-6878,0,,12676928
openb-pod-6879,1,,12677400
openb-pod-6880,1,,12677434
openb-pod-6881,1,T4,12677691
openb-pod-6882,1,,12677884
openb-pod-6883,1,G3,12677886
openb-pod-6884,1,P100,12678401
openb-pod-6885,1,,12678446
openb-pod-6886,0,,12678603
openb-pod-6887,1,G2,12678759
openb-pod-6888,0,,12678841
openb-pod-6889,0,,12679590
openb-pod-6890,1,T4,12680183
openb-pod-6891,0,,12680407
openb-pod-6892,1,T4,12680426
openb-pod-6893,1,G2,12680497
openb-pod-6894,1,,12680502
openb-pod-6895,1,,12680693
openb-pod-6896,1,,12680746
openb-pod-6897,1,G2,12680911
openb-pod-6898,1,,12680948
openb-pod-6899,1,P100,12681593
openb-pod-6900,1,T4,12683039
openb-pod-6901,1,,12683430
openb-pod-6902,1,,12684144
openb-pod-6903,1,,12685014
openb-pod-6904,1,,12685084
openb-pod-6905,1,,12685625
openb-pod-6906,0,,12687365
openb-pod-6907,1,,12687526
openb-pod-6908,1,,12687565
openb-pod-6909,1,T4,12687911
openb-pod-6910,1,,12688167
openb-pod-6911,1,T4,12688552
openb-pod-6912,1,,12688701
openb-pod-6913,1,,12688979
openb-pod-6914,1,,12689274
openb-pod-6915,1,,12689300
openb-pod-6916,1,P100,12689303
openb-pod-6917,1,,12689485
openb-pod-6918,1,,12689914
openb-pod-6919,1,,12690191
openb-pod-6920,1,,12690231
openb-pod-6921,1,P100,12690581
openb-pod-6922,1,,12690864
openb-pod-6923,1,T4,12690960
openb-pod-6924,1,,12691397
openb-pod-6925,1,,12691636
openb-pod-6926,1,,12691695
openb-pod-6927,1,,12691741
openb-pod-6928,1,T4,12692206
openb-pod-6929,1,,12692300
openb-pod-6930,1,G2,12692613
openb-pod-6931,1,,12692705
openb-pod-6932,1,G2|P100|T4|V100M16|V100M32,12692800
openb-pod-6933,1,T4,12693008
openb-pod-6934,1,T4,12693782
openb-pod-6935,1,,12693978
openb-pod-6936,1,P100,12694520
openb-pod-6937,1,,12694521
openb-pod-6938,1,,12694527
openb-pod-6939,0,,12694805
openb-pod-6940,0,,12694892
openb-pod-6941,1,,12695124
openb-pod-6942,1,,12695496
openb-pod-6943,0,,12695902
openb-pod-6944,1,P100|V100M16|V100M32,12696072
openb-pod-6945,0,,12696455
openb-pod-6946,1,,12696716
openb-pod-6947,0,,12696859
openb-pod-6948,0,,12696934
openb-pod-6949,1,,12696992
openb-pod-6950,1,,12696995
openb-pod-6951,1,,12697224
openb-pod-6952,1,,12697262
openb-pod-6953,1,T4,12697388
openb-pod-6954,1,,12697409
openb-pod-6955,1,,12697409
openb-pod-6956,1,G2,12697628
openb-pod-6957,1,,12697699
openb-pod-6958,1,,12697711
openb-pod-6959,1,T4,12698004
openb-pod-6960,1,,12698115
openb-pod-6961,1,G2|P100|T4|V100M16|V100M32,12698247
openb-pod-6962,1,,12698502
openb-pod-6963,1,T4,12698776
openb-pod-6964,1,P100,12698907
openb-pod-6965,1,,12699423
openb-pod-6966,0,,12699635
openb-pod-6967,0,,12699697
openb-pod-6968,0,,12699766
openb-pod-6969,1,T4,12699989
openb-pod-6970,1,,12700511
openb-pod-6971,1,,12700534
openb-pod-6972,1,,12700571
